Haul Truck Template;TimeStamp;Aftercooler Temperature;Air Filter;Boost Pressure;Brake Air Pressure;Brake Stroke;Delta Exhaust Temp Engine Load;Differential Temperature;Engine Coolant Temperature;Engine Fuel Rate;Engine Load;Engine Oil Pressure;Engine RPM;Ground Speed;Hourly Average Delta Exhaust Temp Engine Load;Hourly Average Delta Front Suspension;Hourly Average Delta Rear Suspension;Latitude;Left Exhaust Temperature;Left Front Brake Temperature;Left Front Suspension Cylinder;Left Rear Brake Temperature;Left Rear Suspension Cylinder;Longitude;Name;Operator;Payload;Payload Status;Payload_Count;Payload_Histogram;Payload_Intermediate;Right Exhaust Temperature;Right Front Brake Temperature;Right Front Suspension Cylinder;Right Rear Brake Temperature;Right Rear Suspension Cylinder;Shift Payload Total;Step;Suspension Delta Front Cylinders;Suspension Delta Rear Cylinders;System Voltage;Truck Code
Truck 102;8/22/2021 7:05:52.438 PM;64.25249;7.002121;188.3701;0;0;45.6207;0;89.86629;334.6568;51.04708;453.192;1862.975;0;39.90979;37.41699;127.4367;43.4550955939275;495.476;75.02856;2880.273;73.62334;2783.395;107.972283885583;Truck 102;Brandon Boliq;19.7;Hauling;1;245;245;449.6827;78.50201;3122.729;73.94025;2658.594;0;223;150.093;44.39746;0;102
Truck 103;8/22/2021 3:05:52.438 PM;64.12709;6.997925;190.2315;0;0;38.0544;0;88.77073;323.2832;51.04797;460.0494;1900.673;20.12531;45.00292;47.35481;73.28982;53.2772621378994;485.3059;76.71488;2940.284;73.25204;2853.67;110.578299848536;Truck 103;Theo Peckham;19.6;Travelling;1;389;389;462.2411;75.51923;3058.122;74.83427;2787.066;1943.04821777344;161;143.2009;64.16335;0;103
Truck 103;8/22/2021 3:06:52.438 PM;64.215;7.006635;190.7618;0;0;35.7243;0;87.3717;320.3214;62.74054;462.001;1872.396;19.85528;45.17564;47.30996;73.30379;53.2835399008682;486.7417;74.5485;2899.631;74.28388;2828.896;110.578184308464;Truck 103;Theo Peckham;21.2;Travelling;1;389;389;458.231;76.83131;3061.74;74.31718;2789.879;1947.42602539063;161;173.6074;47.4031;0;103
Truck 103;8/22/2021 3:07:52.438 PM;62.83592;6.958952;194.7995;0;0;33.39421;0;88.49475;323.2388;82.41128;469.1142;1892.108;0;45.34837;47.2651;73.31777;53.2898176638369;486.8703;75.06912;2944.191;74.11344;2771.868;110.578068768392;Truck 103;Theo Peckham;20;Travelling;1;389;389;454.9664;74.45061;3034.332;74.09719;2761.263;1951.80383300781;161;90.16883;11.11528;0;103
Truck 103;8/22/2021 3:08:52.438 PM;62.74984;7.174338;195.7477;0;0;31.06412;0;89.01553;318.1886;97.35752;463.6608;1905.966;0;45.52109;47.22025;73.33176;53.2956552311211;485.2386;74.43655;3001.671;75.87756;2816.057;110.57795322832;Truck 103;Theo Peckham;20.3;Waiting;1;389;389;453.1767;76.22637;3029.708;73.82336;2773.562;1956.181640625;161;75.83008;6.377559;0;103
Truck 103;8/22/2021 3:09:52.438 PM;62.8796;7.065194;191.3985;0;0;30.27222;0;89.39455;320.6268;97.37457;456.1109;1903.948;0;45.69381;47.17539;73.34573;53.2910996459665;481.6934;74.20203;3000.639;75.50886;2845.762;110.577837688247;Truck 103;Theo Peckham;20.2;Waiting;1;389;389;451.3156;74.22276;2999.422;73.70369;2859.22;1960.55932617188;161;73.61624;6.750903;0;103
Truck 103;8/22/2021 3:10:52.438 PM;64.93498;6.968106;189.749;0;0;27.92839;0;90.03117;323.7421;82.25978;445.7228;1928.552;0;45.48799;56.61544;74.82762;53.2865440608118;478.7784;74.83643;2929.467;76.42101;2853.099;110.577722148175;Truck 103;Theo Peckham;19.4;Waiting;1;390;390;445.5939;74.77118;3011.198;74.97073;2829.188;1964.93713378906;161;71.40241;7.124246;0;103
Truck 103;8/22/2021 3:11:52.438 PM;65.96959;6.823157;189.7152;0;0;27.72299;0;91.09577;332.2285;62.48186;435.3716;1910.76;0;45.22758;57.78512;74.40781;53.2819884756572;482.3693;74.91317;3029.628;75.38788;2799.94;110.577606608103;Truck 103;Theo Peckham;197;Loading;1;391;391;455.1446;75.0806;3054.394;75.07781;2853.256;1969.31494140625;161;69.18858;7.497589;0;103
Truck 103;8/22/2021 3:12:52.438 PM;63.85304;6.864858;189.0739;0;0;27.5176;0;91.20712;332.3667;50.98767;433.4003;1932.386;14.94078;44.96716;58.9548;73.98801;53.2774328905025;485.0898;74.58205;2951.434;76.50405;2847.684;110.577491068031;Truck 103;Theo Peckham;197;Loading;1;391;391;449.4949;75.63869;3106.199;74.62641;2828.1;1973.69274902344;161;66.97475;7.870933;0;103
Truck 103;8/22/2021 3:13:52.438 PM;63.7526;6.827536;189.7806;0;0;27.3122;0;90.92017;328.4318;55.38334;446.2202;1925.733;15.00472;44.70675;60.12448;73.56821;53.2728773053479;485.5667;76.1024;2991.619;76.13519;2820.384;110.577375527959;Truck 103;Theo Peckham;197;Hauling;1;391;391;453.2998;75.04761;3022.854;74.9285;2753.596;1978.07043457031;161;64.76092;8.244276;0;103
Truck 103;8/22/2021 3:14:52.438 PM;64.35693;6.880297;189.0384;0;0;27.1068;0;89.64308;319.9582;72.7601;453.3407;1944.319;15.04743;44.44634;61.29416;73.14841;53.2683217201933;486.4552;75.5139;3022.756;75.43271;2814.299;110.577259987886;Truck 103;Theo Peckham;197;Hauling;1;391;391;458.949;75.32116;3023.359;75.17852;2761.662;1982.4482421875;161;62.54708;8.61762;0;103
Truck 103;8/22/2021 3:15:52.438 PM;64.62329;6.938852;185.7947;0;0;26.9014;0;89.56186;320.2242;91.61909;447.259;1926.231;15.04109;44.18592;62.46383;72.72861;53.2637661350386;488.997;76.09132;2971.873;75.20424;2803.607;110.577144447814;Truck 103;Theo Peckham;197;Hauling;1;391;391;456.209;75.23743;2982.713;75.08536;2727.95;1986.84545898438;161;60.33325;8.990962;0;103
Truck 103;8/22/2021 3:16:52.438 PM;64.82176;7.128427;189.1625;0;0;33.26648;0;87.95152;324.9362;99.48059;439.6879;1905.553;14.92416;43.92551;63.63351;72.30881;53.259210549884;489.1942;75.49648;2976.685;76.51653;2800.456;110.577028907742;Truck 103;Theo Peckham;197;Hauling;1;391;391;455.7858;74.51314;3035.641;74.85091;2806.331;1991.24548339844;161;58.11942;9.364305;0;103
Truck 103;8/22/2021 3:17:52.438 PM;65.26032;7.135633;189.4343;0;0;37.93814;0;89.97016;326.7531;91.14237;447.6205;1918.551;14.80723;43.6651;64.80318;71.88901;53.2546549647293;492.9817;75.70714;2995.651;75.49065;2801.663;110.57691336767;Truck 103;Theo Peckham;197;Hauling;1;391;391;448.1537;75.20501;2964.93;76.06409;2772.917;1995.6455078125;161;55.90559;9.737649;0;103
Truck 103;8/22/2021 3:18:52.438 PM;65.06017;7.056262;190.0976;0;0;36.87127;0;90.23692;321.8922;72.12214;444.4267;1934.877;15.19325;43.40468;65.97287;71.46921;53.2500993795747;496.7975;75.95556;2993.745;75.90074;2806.281;110.576797827598;Truck 103;Theo Peckham;197;Hauling;1;391;391;441.9036;75.06892;3004.5;75.05875;2708.047;2000.04541015625;161;53.69175;10.11099;0;103
Truck 103;8/22/2021 3:19:52.438 PM;64.81402;7.086242;189.9552;0;0;35.8044;0;89.2581;320.864;55.00629;448.7092;1960.185;15.02207;43.14427;67.14255;71.04941;53.2455437944201;496.0997;76.62389;3040.452;74.15788;2796.201;110.576682287525;Truck 103;Theo Peckham;197;Hauling;1;391;391;445.1398;74.87832;3040.273;74.7599;2730.005;2004.44543457031;161;51.47792;10.48434;0;103
Truck 103;8/22/2021 3:20:52.438 PM;65.41921;6.974569;189.44;0;0;34.73753;0;89.02702;327.4292;51.04792;450.6806;1934.74;14.8934;42.88385;62.20134;66.15157;53.2409882092654;493.7799;75.89053;3025.162;73.01725;2773.333;110.576566747453;Truck 103;Theo Peckham;197;Hauling;1;391;391;447.3544;75.1885;3022.732;75.31403;2722.763;2008.84545898438;161;49.26409;10.85768;0;103
Truck 103;8/22/2021 3:21:52.438 PM;67.38675;6.91623;188.6227;0;0;33.67066;0;87.50754;329.3578;62.74031;453.3541;1916.087;14.8679;42.62344;65.50916;66.15694;53.2364326241108;503.1317;77.20294;3006.02;72.67593;2798.328;110.576451207381;Truck 103;Theo Peckham;197;Hauling;1;390;390;452.8313;74.19946;2996.152;75.2321;2734.16;2013.24548339844;161;47.05026;11.23102;0;103
Truck 103;8/22/2021 3:22:52.438 PM;67.06255;7.158607;187.6775;0;0;32.60379;0;87.82928;327.7349;82.54539;464.4135;1944.877;14.96035;42.36303;68.81697;66.16233;53.2318770389561;500.8797;76.06707;3017.162;74.42868;2798.848;110.576335667309;Truck 103;Theo Peckham;197;Hauling;1;390;390;450.9549;74.27893;3009.943;73.46351;2717.212;2017.6455078125;161;44.83643;11.60437;0;103
Truck 103;8/22/2021 3:23:52.438 PM;65.44558;6.946892;190.091;0;0;31.53691;0;89.10992;318.685;97.35741;459.2306;1917.048;14.93197;42.10262;72.12479;66.16772;53.2273214538015;486.9343;75.69554;3050.995;76.03596;2829.364;110.576220127237;Truck 103;Theo Peckham;197;Hauling;1;390;390;449.5318;75.24915;2995.471;74.06236;2780.954;2022.04541015625;161;42.62259;11.97771;0;103
Truck 103;8/22/2021 3:24:52.438 PM;65.38457;6.892221;194.9184;0;0;30.82246;0;92.79217;316.2291;97.37468;457.4437;1899.947;14.74367;41.8422;75.4326;66.1731;53.2227658686469;482.1425;75.58498;3033.369;77.16528;2828.254;110.576104587164;Truck 103;Theo Peckham;197;Hauling;1;390;390;451.3372;73.66018;2979.508;73.74866;2760.018;2026.44543457031;161;40.40876;12.35105;0;103
Truck 103;8/22/2021 3:25:52.438 PM;66.53409;6.891111;193.8885;0;0;31.74752;0;90.64819;317.3508;82.58578;454.9482;1924.55;14.47543;41.58179;78.74042;66.17848;53.2182102834922;486.4986;76.30728;2962.324;75.3486;2845.676;110.575989047092;Truck 103;Theo Peckham;197;Hauling;1;390;390;450.7246;74.76686;3065.244;75.34965;2731.041;2030.84545898438;161;38.19493;12.7244;0;103
Truck 103;8/22/2021 3:26:52.438 PM;65.73665;6.990099;192.1156;0;0;34.82111;0;90.93762;322.6932;62.77708;453.4799;1871.489;14.6931;41.32137;82.04823;66.18387;53.2136546983376;482.9061;75.50932;3002.161;74.81323;2815.625;110.57587350702;Truck 103;Theo Peckham;197;Hauling;1;390;390;449.9588;73.47504;3099.677;73.75076;2793.583;2035.24548339844;161;35.98109;13.09774;0;103
Truck 103;8/22/2021 3:27:52.438 PM;65.93523;6.906776;187.0154;0;0;37.89471;0;91.93386;324.6833;51.05675;453.0605;1903.333;15.20698;41.06096;85.35605;66.18925;53.209099113183;485.1554;75.01302;3009.301;72.46124;2763.037;110.575757966948;Truck 103;Theo Peckham;197;Hauling;1;390;390;456.5407;73.35529;3047.158;73.85925;2822.532;2039.6455078125;161;33.76726;13.47108;0;103
Truck 103;8/22/2021 3:28:52.438 PM;65.67806;6.97107;188.608;0;0;40.9683;0;92.22722;319.3914;55.18056;452.2202;1935.601;15.2208;40.80055;88.66387;66.19463;53.2045435280283;478.6119;74.86955;2997.548;74.02628;2812.198;110.575642426876;Truck 103;Theo Peckham;197;Hauling;1;389;389;453.3904;72.69256;2999.588;75.28426;2784.333;2044.04541015625;161;31.55343;13.84443;0;103
Truck 103;8/22/2021 3:29:52.438 PM;64.06578;7.153519;186.9018;0;0;44.0419;0;91.70863;322.7319;72.41965;448.7893;1937.588;15.23461;40.54013;91.97169;66.20002;53.1999879428737;473.3076;74.7019;2983.755;75.34537;2807.796;110.575526886803;Truck 103;Theo Peckham;197;Hauling;1;389;389;440.0863;74.81409;2944.456;75.64577;2786.823;2048.44555664063;161;29.3396;14.21777;0;103
Truck 103;8/22/2021 3:30:52.438 PM;64.61056;7.069018;188.018;0;0;47.11549;0;92.7046;321.8892;91.36625;451.446;1921.877;15.24843;40.57019;67.78182;54.47509;53.195432357719;477.9339;73.59291;3019.385;75.17105;2798.244;110.575411346731;Truck 103;Theo Peckham;197;Hauling;1;389;389;448.7516;75.01039;2934.519;75.21259;2722.105;2052.84545898438;161;27.12577;14.59111;0;103
Truck 103;8/22/2021 3:31:52.438 PM;64.62893;7.043735;190.1902;0;0;53.0861;0;89.47952;324.998;99.48268;444.1663;1951.347;15.05505;40.64213;68.33237;54.49683;53.1908767725644;484.6827;73.80462;3021.648;73.89405;2794.522;110.575295806659;Truck 103;Theo Peckham;197;Hauling;1;389;389;431.5966;73.1553;2891.157;74.58089;2734.904;2057.24536132813;161;24.91193;14.96446;0;103
Truck 103;8/22/2021 3:32:52.438 PM;64.64867;7.011684;192.9982;0;0;53.72509;0;90.53963;331.1678;91.398;455.2363;1924.237;14.81223;40.71407;68.88293;54.51857;53.1863211874098;488.7016;74.44486;3023.571;75.37463;2796.858;110.575180266587;Truck 103;Theo Peckham;197;Hauling;1;389;389;431.4093;73.54142;2958.281;71.96112;2743.752;2061.6455078125;161;22.6981;15.3378;0;103
Truck 103;8/22/2021 3:33:52.438 PM;64.51034;6.940985;192.1919;0;0;51.96761;0;91.42171;327.7058;72.46215;445.5477;1921.56;14.90513;40.78601;69.43349;54.54031;53.1817656022551;486.1233;76.66512;2978.173;73.36203;2799.363;110.575064726515;Truck 103;Theo Peckham;197;Hauling;1;389;389;440.5534;73.95865;3032.366;72.53019;2759.928;2066.04541015625;161;20.48427;15.71114;0;103
Truck 103;8/22/2021 3:34:52.438 PM;65.66755;6.848525;186.8101;0;0;50.21014;0;92.86053;328.7295;55.20568;437.7343;1923.964;0;40.85795;69.98405;54.56205;53.1772100171005;492.0039;75.04331;2984.892;75.29327;2775.875;110.574949186442;Truck 103;Theo Peckham;197;Queued;1;389;389;441.7693;73.251;3045.436;73.51742;2794.102;2070.44555664063;161;18.27044;16.08449;0;103
Truck 103;8/22/2021 3:35:52.438 PM;66.50396;6.992836;189.0497;0;0;48.45266;0;90.77729;325.0299;51.04786;440.8508;1948.863;12.11941;40.92989;70.5346;54.58379;53.1726544319458;493.2765;73.70977;3011.308;75.37189;2786.137;110.57483364637;Truck 103;Theo Peckham;19.8;Queued;1;389;389;440.6906;73.5873;3022.524;74.45512;2768.8;2074.84545898438;161;16.0566;16.45783;0;103
Truck 103;8/22/2021 3:36:52.438 PM;65.10403;7.187195;188.2716;0;0;46.69518;0;89.90988;323.309;62.74008;435.7739;1902.232;12.64222;41.00183;71.08516;54.60554;53.1680988467912;503.8773;73.35538;2975.198;73.67159;2768.958;110.574718106298;Truck 103;Theo Peckham;21.2;Emptying;1;389;389;443.0759;73.97523;3046.18;74.87743;2798.909;2079.24536132813;161;60.8065;32.37561;0;103
Truck 103;8/22/2021 3:37:52.438 PM;64.96962;7.048325;181.3918;0;0;44.9377;0;89.91864;323.2997;82.54514;442.7057;1866.513;20.26433;41.07378;71.63571;54.62728;53.1635432616366;497.7585;74.77137;2972.9;72.69332;2798.518;110.574602566226;Truck 103;Theo Peckham;19.7;Travelling;1;389;389;445.8108;75.27005;3013.571;75.89182;2791.656;2083.6455078125;161;62.17403;24.33567;0;103
Truck 103;8/22/2021 3:38:52.438 PM;65.79955;7.007451;185.1882;0;0;43.18022;0;88.87026;327.0001;97.35731;446.3877;1855.671;19.92279;41.14572;72.18627;54.64902;53.1589876764819;491.6936;75.70999;2942.202;73.71796;2810.45;110.574487026154;Truck 103;Theo Peckham;19.7;Travelling;1;389;389;447.5592;72.27705;3058.906;75.47111;2785.818;2088.04541015625;161;91.03574;26.03609;0;103
Truck 103;8/22/2021 3:39:52.438 PM;64.83524;6.989873;187.9132;0;0;33.36399;0;87.62213;328.1742;97.37479;449.109;1871.36;19.86535;41.21766;72.73682;54.67076;53.1544320913273;481.9906;74.42942;2967.424;74.24184;2796.831;110.574371486081;Truck 103;Theo Peckham;20.1;Travelling;1;389;389;448.7485;72.04897;3046.447;74.72421;2698.705;2092.44555664063;161;80.11799;87.10385;0;103
Truck 103;8/22/2021 3:40:52.438 PM;65.17722;7.031215;188.2314;0;0;28.39781;0;89.53619;323.9194;82.58604;450.3916;1857.362;20.69495;40.97451;70.76181;49.37726;53.1498765061726;475.5367;74.83676;2956.229;74.56882;2766.083;110.574255946009;Truck 103;Theo Peckham;19.9;Travelling;1;389;389;444.2018;73.71353;3032.431;74.42511;2697.137;2096.84545898438;161;77.46198;69.54413;0;103
Truck 103;8/22/2021 3:41:52.438 PM;65.68173;7.034469;190.6535;0;0;28.09429;0;88.87558;331.0752;62.77732;436.3952;1894.02;20.51226;40.68592;71.71279;50.24582;53.145320921018;479.6807;73.70392;2987.282;75.37848;2766.533;110.574140405937;Truck 103;Theo Peckham;20.4;Travelling;1;389;389;438.4574;73.93972;3018.833;74.14613;2714.464;2101.24536132813;161;41.5248;53.90874;0;103
Truck 103;8/22/2021 3:42:52.438 PM;66.10103;7.011542;190.3506;0;0;27.79076;0;88.20702;330.8632;51.0568;444.9416;1923.281;20.04948;40.39734;72.66376;51.11438;53.1407653358634;482.1373;72.94313;2961.077;74.75528;2750.947;110.574024865865;Truck 103;Theo Peckham;20;Travelling;1;389;389;442.5661;77.4296;3067.492;75.37215;2697.89;2105.6455078125;161;96.46201;70.21262;0;103
Truck 103;8/22/2021 3:43:52.438 PM;64.85941;7.044311;189.9708;0;0;27.48723;0;90.57878;320.8734;55.18041;455.8622;1933.2;20.05247;40.10875;73.61475;51.98295;53.1362097507087;482.3649;74.42504;2995.16;74.88001;2779.136;110.573909325793;Truck 103;Theo Peckham;19.2;Travelling;1;389;389;446.4243;76.79695;3049.624;75.48433;2713.731;2110.04541015625;161;48.164;60.57239;0;103
Truck 103;8/22/2021 3:44:52.438 PM;64.74683;6.931857;189.957;0;0;27.1837;0;92.75643;317.6777;72.41938;457.623;1912.843;20.45716;39.82016;74.56572;52.85151;53.1316541655541;481.6253;72.31657;3003.122;75.15286;2842.378;110.57379378572;Truck 103;Theo Peckham;19.5;Travelling;1;389;389;449.4555;75.86658;3104.118;76.17985;2749.826;2114.44555664063;161;105.5771;81.50664;0;103
Truck 103;8/22/2021 3:45:52.438 PM;64.70007;6.862192;189.5595;0;0;26.88017;0;92.09833;321.9469;91.36604;455.5322;1903.788;20.0329;39.53157;75.5167;53.72007;53.1270985803995;483.6406;74.32483;2985.231;75.33485;2753.015;110.573678245648;Truck 103;Theo Peckham;19.7;Travelling;1;389;389;449.1487;74.3363;3049.547;76.00279;2716.201;2118.84545898438;161;68.40118;43.42792;0;103
Truck 103;8/22/2021 3:46:52.438 PM;64.62128;6.930409;186.656;0;0;33.70198;0;91.8519;315.3431;99.48268;442.8525;1888.523;20.5156;39.24298;76.46768;54.58863;53.1225429952448;478.6429;75.01095;3008.394;76.34962;2718.363;110.573562705576;Truck 103;Theo Peckham;19.8;Travelling;1;389;389;444.7045;74.05283;3042.042;77.63499;2660.104;2123.24536132813;161;28.67323;58.71164;0;103
Truck 103;8/22/2021 3:47:52.438 PM;64.84698;6.978225;184.7904;0;0;39.00097;0;91.50538;318.049;91.39821;449.2648;1908.943;20.19483;38.9544;77.41866;55.45719;53.1179874100902;484.3829;75.31506;2997.019;76.20423;2748.442;110.573447165504;Truck 103;Theo Peckham;18.9;Travelling;1;389;389;446.3122;76.00826;3024.219;75.32697;2708.489;2127.6455078125;161;31.46419;41.73884;0;103
Truck 103;8/22/2021 3:48:52.438 PM;64.97939;7.041072;188.4242;0;0;39.67229;0;89.3224;321.6345;72.46241;453.6303;1918.228;19.60038;38.66581;78.36964;56.32576;53.1134318249355;481.9677;76.6001;3014.532;76.04087;2790.675;110.573331625432;Truck 103;Theo Peckham;19.3;Travelling;1;389;389;442.9119;75.84624;3024.855;74.68739;2731.431;2132.04541015625;161;12.55822;62.93444;0;103
Truck 103;8/22/2021 3:49:52.438 PM;63.24159;7.123853;191.5196;0;0;40.34361;0;92.09201;326.1031;55.20584;452.6512;1893.538;20.13419;38.37722;79.32061;57.19432;53.1088762397809;477.3882;77.2647;3025.085;74.84002;2803.324;110.573216085359;Truck 103;Theo Peckham;19.5;Travelling;1;389;389;440.2103;76.48051;3077.149;75.10939;2736.5;2136.44555664063;161;44.73333;69.22186;0;103
Truck 103;8/22/2021 3:50:52.438 PM;63.8343;7.151836;194.9332;0;0;41.01492;0;92.28297;325.0766;51.04781;451.3422;1919.913;20.75073;38.33455;70.8065;48.82679;53.1043206546263;490.8232;75.61282;3010.083;74.56938;2802.13;110.573100545287;Truck 103;Theo Peckham;20.2;Travelling;1;389;389;434.3803;75.08616;3044.634;74.53733;2788.473;2140.84545898438;161;33.87267;25.71512;0;103
Truck 103;8/22/2021 3:51:52.438 PM;63.76256;7.152373;192.2271;0;0;41.68624;0;89.39368;329.2228;62.73984;446.0013;1927.153;7.771617;38.32735;71.46516;48.09354;53.0997650694716;507.0616;74.93784;3006.518;74.93096;2804.982;110.572994428929;Truck 103;Theo Peckham;19.1;Travelling;1;389;389;438.3134;73.33292;3102.608;74.52415;2771.435;2145.24536132813;161;79.66626;32.46753;0;103
Truck 103;8/22/2021 3:52:52.438 PM;65.45906;7.287824;192.8434;0;0;42.35756;0;89.5511;324.7134;82.54488;447.2906;1934.82;5.851466;38.32014;72.12381;47.36028;53.095209484317;498.129;74.40503;2992.901;74.06429;2799.634;110.573110809293;Truck 103;Theo Peckham;20.1;Travelling;1;389;389;452.3161;74.38963;3118.192;75.08146;2765.876;2149.6455078125;161;130.481;33.15684;0;103
Truck 103;8/22/2021 3:53:52.438 PM;65.58484;7.237111;191.363;0;0;43.02887;0;89.79501;320.7928;97.35719;439.3153;1949.924;0;38.31294;72.78246;46.62703;53.0906538991623;492.3167;72.76648;3080.829;75.06496;2821.566;110.573227189656;Truck 103;Theo Peckham;20.1;Waiting;1;389;389;449.7675;75.33147;3129.152;74.16402;2814.346;2154.04541015625;161;133.4922;34.58303;0;103
Truck 103;8/22/2021 3:54:52.438 PM;63.72861;7.181097;190.0005;0;0;48.63926;0;90.63161;321.6712;97.37491;445.5897;1924.564;0;38.30574;73.44111;45.89378;53.0860983140077;491.2404;73.61478;3068.545;75.22322;2803.306;110.57334357002;Truck 103;Theo Peckham;19.8;Waiting;1;390;390;442.8299;76.34483;3161.291;74.9005;2844.335;2158.44555664063;161;129.6973;36.4125;0;103
Truck 103;8/22/2021 3:55:52.438 PM;63.97859;7.072873;184.7117;0;0;50.5148;0;90.93912;328.3545;82.5863;448.4858;1970.306;0;38.29853;74.09976;45.16053;53.0815427288531;490.0691;76.01716;2989.465;77.43161;2802.391;110.573459950384;Truck 103;Theo Peckham;198;Loading;1;391;391;439.0286;75.86275;3089.292;74.73053;2907.493;2162.84545898438;161;125.9023;38.24197;0;103
Truck 103;8/22/2021 3:56:52.438 PM;65.65739;6.945984;184.2718;0;0;51.5203;0;90.65273;324.889;62.77755;454.2179;1951.293;15.17302;38.29133;74.75842;44.42728;53.0769871436984;483.9861;73.7536;2967.476;77.82355;2780.189;110.573576330747;Truck 103;Theo Peckham;198;Loading;1;391;391;444.2106;74.16647;3098.271;74.83276;2796.548;2167.24536132813;161;122.1074;40.07145;0;103
Truck 103;8/22/2021 3:57:52.438 PM;65.32678;6.997791;186.1047;0;0;52.5258;0;90.16585;326.6707;51.05686;452.4994;1908.807;0;38.28412;75.41707;43.69402;50.58617373217;485.6888;75.46969;2978.596;75.9295;2782.552;110.573692711111;Truck 103;Theo Peckham;198;Loading;1;391;391;453.1963;73.19173;3001.41;74.71222;2697.753;2171.6455078125;161;118.3125;41.90092;0;103
Truck 103;8/22/2021 3:58:52.438 PM;66.4769;6.984877;192.942;0;0;53.5313;0;92.03799;318.1618;55.18025;452.4814;1929.287;15.13813;38.27692;76.07572;42.96077;53.0324293821182;487.0331;73.55714;2958.767;75.85553;2787.822;110.573809091474;Truck 103;Theo Peckham;198;Hauling;1;391;391;449.119;73.20389;3012.276;74.5319;2749.941;2176.04541015625;161;114.5175;43.73039;0;103
Truck 103;8/22/2021 3:59:52.438 PM;66.55273;6.953685;191.3847;0;0;54.53679;0;92.23091;317.2138;72.41911;457.2894;1912.316;15.0105;38.26972;76.73437;42.22752;53.0387071450869;476.6677;74.54327;2954.971;76.68597;2790.731;110.573925471838;Truck 103;Theo Peckham;198;Hauling;1;391;391;443.7362;74.86746;3037.121;75.16534;2821.744;2180.44555664063;161;110.7226;45.55986;0;103
Truck 103;8/22/2021 4:00:52.438 PM;66.94709;6.957133;189.8688;0;0;55.54229;0;90.05184;305.7881;91.36585;455.5261;1908.11;15.32987;38.26251;78.16021;35.40044;53.0449849080557;484.4147;74.98399;2993.292;75.86668;2793.422;110.574041852202;Truck 103;Theo Peckham;198;Hauling;1;391;391;444.7498;75.43848;3014.753;77.91707;2809.307;2184.84545898438;161;106.9277;47.38934;0;103
Truck 103;8/22/2021 4:01:52.438 PM;67.6904;6.834503;187.3051;0;0;53.06301;0;89.3884;312.765;99.48268;462.7266;1907.223;15.18345;38.25531;76.45674;35.08286;53.0512626710244;491.1961;75.00258;2980.362;75.92036;2758.499;110.574158232565;Truck 103;Theo Peckham;198;Hauling;1;391;391;438.1331;75.25684;3027.334;76.7448;2749.351;2189.24536132813;161;103.1327;49.21881;0;103
Truck 103;8/22/2021 4:02:52.438 PM;66.23357;6.896384;187.632;0;0;46.86301;0;90.81226;318.0006;91.3984;462.8098;1888.476;14.88894;38.2481;74.75327;34.76528;53.0575404339932;489.9224;75.30141;2949.269;76.13937;2763.005;110.574274612929;Truck 103;Theo Peckham;198;Hauling;1;391;391;447.5068;76.51045;3042.824;75.82816;2731.914;2193.6455078125;161;99.33781;51.04828;0;103
Truck 103;8/22/2021 4:03:52.438 PM;65.92641;6.9696;182.0383;0;0;42.47092;0;90.09064;315.8774;72.46268;456.632;1893.375;14.61529;38.2409;73.0498;34.44769;53.0638181969619;485.6329;76.62817;2981.235;75.54923;2781.815;110.574390993293;Truck 103;Theo Peckham;198;Hauling;1;391;391;435.4049;75.76619;3008.57;76.47545;2721.336;2198.04541015625;161;95.54288;52.87775;0;103
Truck 103;8/22/2021 4:04:52.438 PM;65.40337;7.136027;181.6402;0;0;38.07882;0;90.31828;313.0468;55.206;450.3104;1907.548;15.14115;38.2337;71.34633;34.13011;53.0700959599307;486.1573;76.05773;2983.404;75.17867;2774.054;110.574507373656;Truck 103;Theo Peckham;198;Hauling;1;391;391;437.3115;76.08986;3016.516;76.52684;2722.484;2202.44555664063;161;91.74796;54.70723;0;103
Truck 103;8/22/2021 4:05:52.438 PM;65.96711;6.920918;186.922;0;0;33.68672;0;89.883;317.1962;51.04775;450.2043;1896.331;14.79071;38.22649;69.64286;33.81253;53.0763737228994;483.9456;75.82846;2978.641;74.44997;2810.238;110.57462375402;Truck 103;Theo Peckham;198;Hauling;1;391;391;437.1335;76.58721;2961.199;74.64049;2772.959;2206.84545898438;161;87.95303;56.5367;0;103
Truck 103;8/22/2021 4:06:52.438 PM;65.44362;6.925084;187.0428;0;0;29.29462;0;90.16992;313.3688;62.73961;436.5337;1930.538;14.71323;38.21929;67.93939;33.49495;53.0826514858682;478.9226;75.36434;3000.363;76.20557;2881.106;110.574740134384;Truck 103;Theo Peckham;198;Hauling;1;391;391;435.5768;75.30383;2986.448;73.15759;2749.677;2211.24536132813;161;84.1581;58.36617;0;103
Truck 103;8/22/2021 4:07:52.438 PM;64.77081;7.060091;186.5897;0;0;24.90252;0;90.62271;312.8345;82.54463;437.7094;1913.86;14.91941;38.21209;66.23592;33.17736;53.0889292488369;473.5832;74.86308;3009.888;75.79686;2854.422;110.574856514747;Truck 103;Theo Peckham;198;Hauling;1;390;390;443.9178;75.84185;3071.442;74.27769;2749.998;2215.6455078125;161;80.36316;60.19564;0;103
